item,category,2016,2017,2018,2019,2020,2021,2022,2023
음성군 - 신혼부부수,Statistics,2814.0,2569.0,2388.0,2201.0,1927.0,1690.0,1620.0,1537.0
의령군 - 신혼부부수,Statistics,395.0,378.0,366.0,342.0,317.0,290.0,265.0,240.0
의성군 - 신혼부부수,Statistics,736.0,700.0,657.0,693.0,632.0,530.0,502.0,489.0
의왕시 - 신혼부부수,Statistics,3988.0,3583.0,3257.0,3553.0,3962.0,3739.0,3617.0,3671.0
의정부시 - 신혼부부수,Statistics,11548.0,11145.0,11191.0,11166.0,10855.0,10483.0,10066.0,9650.0
의창구 - 신혼부부수,Statistics,7046.0,6723.0,6487.0,6499.0,6418.0,4841.0,4387.0,3985.0
이천시 - 신혼부부수,Statistics,6522.0,6395.0,6151.0,5851.0,5453.0,5442.0,5054.0,4836.0
익산시 - 신혼부부수,Statistics,6898.0,6564.0,6006.0,5402.0,4754.0,4303.0,4006.0,3762.0
인제군 - 신혼부부수,Statistics,1053.0,1056.0,1014.0,978.0,909.0,893.0,887.0,800.0
인천광역시 - 신혼부부수,Statistics,87898.0,83619.0,80023.0,75794.0,69296.0,65347.0,62844.0,61084.0
일산동구 - 신혼부부수,Statistics,7630.0,7291.0,6809.0,6293.0,5873.0,5550.0,5126.0,4572.0
일산서구 - 신혼부부수,Statistics,7510.0,6925.0,6235.0,6366.0,6188.0,5714.0,5109.0,4695.0
임실군 - 신혼부부수,Statistics,441.0,474.0,465.0,445.0,434.0,415.0,384.0,308.0
장성군 - 신혼부부수,Statistics,877.0,886.0,836.0,800.0,709.0,618.0,549.0,520.0
장수군 - 신혼부부수,Statistics,372.0,336.0,322.0,326.0,313.0,272.0,243.0,222.0
장안구 - 신혼부부수,Statistics,7829.0,7136.0,6307.0,5523.0,4953.0,4911.0,4684.0,4415.0
장흥군 - 신혼부부수,Statistics,653.0,621.0,611.0,619.0,608.0,562.0,539.0,481.0
전국 - 신혼부부수,Statistics,1436948.0,1379766.0,1322406.0,1260117.0,1183750.0,1101455.0,1032253.0,974452.0
