item,category,2016,2017,2018,2019,2020,2021,2022,2023
구로구 - 주택소유가구비율,Statistics,54.1,54.5,54.7,53.9,54.0,53.6,52.7,52.0
구로구 - 총가구(일반가구),Statistics,156671.0,156110.0,156235.0,160378.0,164083.0,166197.0,169228.0,171257.0
구리시 - 무주택가구,Statistics,27914.0,30317.0,30467.0,30336.0,30861.0,30882.0,31408.0,31911.0
구리시 - 무주택가구비율,Statistics,42.3,44.0,42.4,42.1,42.1,42.1,42.6,42.9
구리시 - 주택소유가구,Statistics,38086.0,38611.0,41407.0,41638.0,42392.0,42466.0,42347.0,42439.0
구리시 - 주택소유가구비율,Statistics,57.7,56.0,57.6,57.9,57.9,57.9,57.4,57.1
구리시 - 총가구(일반가구),Statistics,66000.0,68928.0,71874.0,71974.0,73253.0,73348.0,73755.0,74350.0
구미시 - 무주택가구,Statistics,70093.0,68898.0,67039.0,66844.0,69912.0,71675.0,73271.0,73949.0
구미시 - 무주택가구비율,Statistics,43.8,42.4,41.0,40.6,41.2,41.2,41.9,41.7
구미시 - 주택소유가구,Statistics,89824.0,93531.0,96366.0,97908.0,99607.0,102262.0,101676.0,103444.0
구미시 - 주택소유가구비율,Statistics,56.2,57.6,59.0,59.4,58.8,58.8,58.1,58.3
구미시 - 총가구(일반가구),Statistics,159917.0,162429.0,163405.0,164752.0,169519.0,173937.0,174947.0,177393.0
군산시 - 무주택가구,Statistics,46510.0,45496.0,44648.0,44278.0,46216.0,47610.0,48515.0,48908.0
군산시 - 무주택가구비율,Statistics,43.0,42.0,41.1,40.6,41.3,41.7,42.0,41.8
군산시 - 주택소유가구,Statistics,61603.0,62715.0,63891.0,64721.0,65601.0,66666.0,67121.0,68003.0
군산시 - 주택소유가구비율,Statistics,57.0,58.0,58.9,59.4,58.7,58.3,58.0,58.2
군산시 - 총가구(일반가구),Statistics,108113.0,108211.0,108539.0,108999.0,111817.0,114276.0,115636.0,116911.0
군위군 - 무주택가구,Statistics,3542.0,3511.0,3529.0,3501.0,3475.0,3615.0,3790.0,3512.0
군위군 - 무주택가구비율,Statistics,34.8,33.7,33.4,33.2,32.4,33.5,33.9,32.1
군위군 - 주택소유가구,Statistics,6624.0,6899.0,7036.0,7059.0,7251.0,7182.0,7395.0,7431.0
군위군 - 주택소유가구비율,Statistics,65.2,66.3,66.6,66.8,67.6,66.5,66.1,67.9
군위군 - 총가구(일반가구),Statistics,10166.0,10410.0,10565.0,10560.0,10726.0,10797.0,11185.0,10943.0
군포시 - 무주택가구,Statistics,38996.0,39509.0,39161.0,40777.0,43419.0,41378.0,42378.0,42278.0
군포시 - 무주택가구비율,Statistics,39.6,40.1,39.7,40.5,42.1,39.6,40.0,39.9
군포시 - 주택소유가구,Statistics,59415.0,59053.0,59567.0,59809.0,59767.0,63044.0,63579.0,63614.0
군포시 - 주택소유가구비율,Statistics,60.4,59.9,60.3,59.5,57.9,60.4,60.0,60.1
군포시 - 총가구(일반가구),Statistics,98411.0,98562.0,98728.0,100586.0,103186.0,104422.0,105957.0,105892.0
금산군 - 무주택가구,Statistics,9863.0,8885.0,8690.0,8205.0,8684.0,8727.0,8306.0,8012.0
금산군 - 무주택가구비율,Statistics,41.2,38.6,38.0,36.5,37.3,37.5,35.7,34.3
금산군 - 주택소유가구,Statistics,14050.0,14159.0,14199.0,14245.0,14573.0,14572.0,14969.0,15342.0
금산군 - 주택소유가구비율,Statistics,58.8,61.4,62.0,63.5,62.7,62.5,64.3,65.7
